artist,num_collaborators,known_genres,dominant_collaborator_genre,dominant_collaborator_genre_count,top_5_collaborator_genres,has_metadata
Krept & Konan,1,,Pop,1,"[('Pop', 1)]",False
Kris R,5,,Reggaeton,2,"[('Reggaeton', 2)]",False
Kris Stephens,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Kristen Wiig,14,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Dance', 1)]",False
Kristin Chenoweth,12,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Krizz Kaliko,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Krunk!,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1), ('Reggaeton', 1), ('Latin Trap', 1)]",False
Krupa,5,,EDM,1,"[('EDM', 1)]",False
Kumasi,4,,,0,[],False
Kumbia Kings,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Kungs,2,,EDM,1,"[('EDM', 1)]",False
Kuniva,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Kurse,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Kurupt,30,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1)]",False
Kush Kloud Klan,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Kwest Tha Madd Lad,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Kybba,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Kygo,5,,Pop,3,"[('Pop', 3), ('Dance', 1), ('Pop Rock', 1), ('Alternative', 1)]",False
Kyla,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Kylie Minogue,44,,Pop,12,"[('Pop', 12), ('R&B', 3), ('Hip-Hop', 2), ('Dance', 2), ('Latin Pop', 1)]",False
Kyoko,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Ky‐Mani Marley,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Kölsch,2,,Pop,2,"[('Pop', 2), ('R&B', 2)]",False
K‐Boy,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
K‐Ci,3,,,0,[],False
K‐Young,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
K’naan,2,,EDM,1,"[('EDM', 1)]",False
L'ADLD,1,,EDM,1,"[('EDM', 1)]",False
LDA,5,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
LEBRONDAKID,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
LISA,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
LL Cool J,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
LMFAO,54,,Pop,8,"[('Pop', 8), ('R&B', 4), ('Hip-Hop', 3), ('EDM', 2), ('Latin Pop', 1)]",False
LSP,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
LUDMILLA,3,,EDM,1,"[('EDM', 1)]",False
La Bouche,2,,EDM,1,"[('EDM', 1)]",False
La Fouine,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
La Ley,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
La Oreja de Van Gogh,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
La Perversa,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
La Roux,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
LaToiya Williams,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Labi Siffre,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Labrinth,7,,Hip-Hop,2,"[('Hip-Hop', 2), ('Pop', 2), ('R&B', 1)]",False
LadBaby,2,,Pop,2,"[('Pop', 2), ('Rock', 1)]",False
Lady A,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Lady Gaga,167,"Pop, Dance",Pop,18,"[('Pop', 18), ('R&B', 10), ('Hip-Hop', 4), ('EDM', 2), ('Rock', 2)]",True
Lady Saw,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Ladysmith Black Mambazo,4,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Laidback Luke,15,,EDM,2,"[('EDM', 2)]",False
Lalo Ebratt,11,,EDM,1,"[('EDM', 1), ('Reggaeton', 1)]",False
Lamaita,2,,Pop Rock,1,"[('Pop Rock', 1)]",False
Lana Del Rey,74,Alternative Pop,Pop,8,"[('Pop', 8), ('Hip-Hop', 6), ('R&B', 3), ('Latin Pop', 1), ('EDM', 1)]",True
Lance Skiiiwalker,6,,R&B,1,"[('R&B', 1), ('Hip-Hop', 1)]",False
Lane 8,1,,EDM,1,"[('EDM', 1)]",False
Lang Lang,4,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Lanie Gardner,2,,EDM,1,"[('EDM', 1)]",False
Lao,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
"Larry Hoover, Jr.",6,,,0,[],False
Larry Tee,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
Lary Over,25,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 2), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lateef,4,,,0,[],False
Latto,6,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1), ('R&B', 1), ('Pop Rock', 1)]",False
Laura Pausini,22,,Latin Pop,1,"[('Latin Pop', 1)]",False
Lauren Bennett,33,,Pop,7,"[('Pop', 7), ('R&B', 4), ('Hip-Hop', 2), ('Latin Pop', 1), ('Dance', 1)]",False
Lauren Walters,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Laurent Simeca,5,,EDM,1,"[('EDM', 1)]",False
Lauryn Hill,2,,,0,[],False
Laws,9,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1)]",False
Layzie Bone,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Le Berger,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Lea,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lea Michele,6,,Pop,2,"[('Pop', 2), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Led Zeppelin,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Left at London,4,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Country', 1)]",False
Lefty GunPlay,5,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lele,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Lenier,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lennox,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lenny Kravitz,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Lenny Tavárez,4,,Reggaeton,1,"[('Reggaeton', 1)]",False
Leon Bolier,4,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Leon Thomas,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Leona Lewis,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Leto,1,,Pop,1,"[('Pop', 1)]",False
Lewi White,4,,Pop,1,"[('Pop', 1)]",False
Lewis Dene,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lewis Thompson,2,,EDM,1,"[('EDM', 1)]",False
LiSA,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Liam Payne,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Like Mike,4,,EDM,1,"[('EDM', 1)]",False
Lil B,4,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Lil Baby,24,,Hip-Hop,5,"[('Hip-Hop', 5), ('R&B', 2), ('Pop', 2), ('Reggaeton', 1)]",False
Lil Dicky,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lil Durk,12,,EDM,2,"[('EDM', 2), ('Hip-Hop', 2), ('R&B', 1)]",False
Lil Jon,48,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 2), ('Reggaeton', 2), ('Pop', 1), ('Funk', 1)]",False
Lil Jon & The East Side Boyz,8,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Lil K,3,,,0,[],False
Lil Louie,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lil Mama,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lil Mosquito Disease,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1), ('Pop', 1), ('Alternative', 1)]",False
Lil Peep,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lil Pump,2,,,0,[],False
Lil Rake,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Lil Reese,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Lil Scrappy,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lil Silva,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lil Silvio,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Lil Tecca,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lil Uzi Vert,15,,Pop,2,"[('Pop', 2), ('R&B', 2), ('Hip-Hop', 2), ('Reggaeton', 1), ('Latin Trap', 1)]",False
Lil Wayne,132,Hip-Hop,Pop,9,"[('Pop', 9), ('R&B', 9), ('Hip-Hop', 7), ('Latin Pop', 2), ('Pop Rock', 2)]",True
Lil Yachty,9,,EDM,1,"[('EDM', 1), ('Pop', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Lily Kershaw,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lily‐Rose Depp,3,,K‑Pop,1,"[('K‑Pop', 1), ('R&B', 1), ('Pop', 1)]",False
Lil’ Flip,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Lil’ Kim,6,,Hip-Hop,2,"[('Hip-Hop', 2), ('Pop', 1), ('R&B', 1), ('Latin Pop', 1)]",False
Limi,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Limp Bizkit,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lina Morgana,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Linkin Park,5,Alternative Rock,Hip-Hop,2,"[('Hip-Hop', 2), ('Pop', 1), ('R&B', 1)]",True
Lit Killah,3,,EDM,1,"[('EDM', 1)]",False
Lito Kirino,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Lito MC Cassidy,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Little Brother,7,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Little Dragon,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Little Mix,13,,Pop,5,"[('Pop', 5), ('R&B', 2), ('EDM', 2), ('Dance', 1), ('Hip-Hop', 1)]",False
Little Simz,5,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Livin’ Joy,17,,Pop,5,"[('Pop', 5), ('Dance', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Livvi Franc,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Liz Gillies,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Liz Rodrigues,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Liz Rodriguez,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Liza Quin,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lizzo,2,,R&B,2,"[('R&B', 2), ('Pop', 1)]",False
Lloyd,11,,Hip-Hop,5,"[('Hip-Hop', 5), ('R&B', 2), ('Pop', 1), ('Latin Pop', 1)]",False
Lloyd Banks,19,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Logic,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
London Symphony Orchestra,3,,Pop,1,"[('Pop', 1), ('Alternative', 1)]",False
Loon,4,,R&B,1,"[('R&B', 1), ('Hip-Hop', 1)]",False
Loote,2,,EDM,1,"[('EDM', 1)]",False
Lorde,5,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Country', 1), ('Hip-Hop', 1)]",False
Loreen,2,,EDM,1,"[('EDM', 1)]",False
Lorne Balfe,3,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Los Pleneros de la Cresta,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Los Tigres del Norte,45,,Latin Pop,1,"[('Latin Pop', 1), ('Reggaeton', 1)]",False
Los Unidades,5,,EDM,1,"[('EDM', 1)]",False
Los Zuperiores,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lost Frequencies,2,,,0,[],False
Lotus,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Loud Luxury,4,,Pop,1,"[('Pop', 1), ('Country', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Louis BPM,5,,Reggaeton,2,"[('Reggaeton', 2)]",False
Louis Tomlinson,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Louisa,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
LoveRance,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lovespeake,2,,EDM,1,"[('EDM', 1)]",False
Luar la L,2,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Luccas Neto,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Lucenzo,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Lucía Méndez,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Ludacris,31,,Hip-Hop,6,"[('Hip-Hop', 6), ('R&B', 4), ('Pop', 2), ('Latin Pop', 1), ('Dancehall', 1)]",False
Luigi 21 Plus,4,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Luis Fonsi,45,,Latin Pop,1,"[('Latin Pop', 1), ('Reggaeton', 1), ('Pop', 1), ('R&B', 1)]",False
Luke,10,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Luke Bryan,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Luke Combs,1,,Pop,1,"[('Pop', 1)]",False
Lumidee,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Pop', 1), ('Country', 1)]",False
Lunay,2,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
LunchMoney Lewis,3,,Pop Rock,1,"[('Pop Rock', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Lune,3,,EDM,1,"[('EDM', 1)]",False
Lupe Fiasco,30,,Pop,4,"[('Pop', 4), ('Hip-Hop', 3), ('R&B', 2), ('Funk', 1)]",False
Luxtides,2,,EDM,1,"[('EDM', 1)]",False
Lykke Li,5,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Lyrical Lemonade,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Lyrics Born,3,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
L∆VINCi,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
M. Taji,3,,,0,[],False
M.A.D. Bass,6,,Reggaeton,1,"[('Reggaeton', 1)]",False
M.I.A.,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1), ('Pop', 1)]",False
M.O.,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
M83,1,,Pop,1,"[('Pop', 1), ('Alternative', 1)]",False
MACHETE CREW,5,,Reggaeton,1,"[('Reggaeton', 1)]",False
MAGIC!,4,,EDM,1,"[('EDM', 1), ('Latin Pop', 1)]",False
MAJ,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
MAKJ,13,,EDM,1,"[('EDM', 1), ('Pop', 1), ('Pop Rock', 1)]",False
MC Eiht,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
MC Fioti,9,,Hip-Hop,1,"[('Hip-Hop', 1), ('Reggaeton', 1)]",False
MC Jin,1,,,0,[],False
MC Ride,2,,,0,[],False
MC Yaguar228,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
MEDUZA,3,,EDM,1,"[('EDM', 1)]",False
MF DOOM,5,,,0,[],False
MIKA,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
MJG,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
MK,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('EDM', 1), ('Pop', 1)]",False
MNEK,6,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
MONSTA X,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
MORTEN,23,,Pop,2,"[('Pop', 2), ('R&B', 1), ('EDM', 1)]",False
Mabel,2,,Pop,2,"[('Pop', 2), ('R&B', 1)]",False
Mac Dre,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mac Miller,15,,R&B,3,"[('R&B', 3), ('Pop', 2), ('Alternative Pop', 1), ('Hip-Hop', 1), ('Pop Rock', 1)]",False
Mac Rockelle,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Macaco,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
Machel Montano,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Pop', 1), ('R&B', 1)]",False
Mack 10,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mack Maine,9,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 1)]",False
Macklemore & Ryan Lewis,4,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Macy Gray,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Maddie Baillio,9,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Maddix,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
MadeinTYO,4,,Reggaeton,1,"[('Reggaeton', 1)]",False
Madeon,3,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Madison Beer,2,,Pop,1,"[('Pop', 1), ('Dance', 1), ('EDM', 1)]",False
Madison Love,3,,EDM,1,"[('EDM', 1)]",False
Madonna,30,Pop,Pop,8,"[('Pop', 8), ('Hip-Hop', 6), ('R&B', 4), ('Dance', 2), ('Latin Pop', 1)]",True
Mae Muller,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
Maejor,11,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1)]",False
Maffio,3,,EDM,1,"[('EDM', 1), ('Pop Rock', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Magic,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Majestic,2,,Pop,1,"[('Pop', 1)]",False
Majewski,4,,EDM,1,"[('EDM', 1)]",False
Majid Jordan,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Major James,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Major Lazer,27,,Pop,4,"[('Pop', 4), ('R&B', 4), ('Reggaeton', 2), ('EDM', 2), ('Hip-Hop', 2)]",False
Makassy,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Makeba,1,,EDM,1,"[('EDM', 1)]",False
Mala Rodríguez,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
Malice,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Malik,2,,,0,[],False
Malik Yusef,35,,,0,[],False
Mally Mall,4,,EDM,1,"[('EDM', 1)]",False
Malugi,2,,EDM,1,"[('EDM', 1)]",False
Maluma,22,Reggaeton,Reggaeton,4,"[('Reggaeton', 4), ('Latin Trap', 1), ('Latin Pop', 1), ('R&B', 1), ('Pop', 1)]",True
Malú,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Mambo Kingz,13,,Reggaeton,5,"[('Reggaeton', 5), ('Latin Trap', 2)]",False
Mani Hoffman,10,,EDM,1,"[('EDM', 1)]",False
Mann,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Manny X,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Manuel Carrasco,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Manuel Turizo,10,,EDM,1,"[('EDM', 1), ('Latin Pop', 1)]",False
Maná,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Marc Anthony,5,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Marcel Woods,4,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Marciano Cantero,2,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Marco Antonio Solís,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Marco V,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('EDM', 1)]",False
Maren Morris,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Mariah,4,,Pop,2,"[('Pop', 2), ('R&B', 2)]",False
Mariah Angeliq,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mariah Carey,15,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Latin Pop', 1), ('Pop Rock', 1)]",False
Marie-Mai,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Marilyn Manson,4,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Hip-Hop', 1)]",False
Marissa Bode,4,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Marjorie Grande,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mark B,12,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Mark Bass,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mark Roberts,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Mark Ronson,13,,Pop,4,"[('Pop', 4), ('R&B', 2), ('Funk', 1), ('Dance', 1)]",False
Mark Spitz,1,,,0,[],False
Marlon Hoffstadt,2,,EDM,1,"[('EDM', 1)]",False
Maroon 5,83,Pop Rock,Hip-Hop,8,"[('Hip-Hop', 8), ('R&B', 5), ('Pop', 4), ('EDM', 3), ('Latin Pop', 2)]",True
Marsha Ambrosius,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Marshmello,3,EDM,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1), ('Pop Rock', 1)]",True
Marta Sánchez,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
Marten Hørger,1,,EDM,1,"[('EDM', 1)]",False
Martin Danielle,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Martin Garrix,12,,EDM,1,"[('EDM', 1), ('R&B', 1), ('Pop', 1), ('Dance', 1)]",False
Martin Johnson,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Martin Lawrence,1,,,0,[],False
Martin Short,8,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Martin Solveig,27,,Pop,2,"[('Pop', 2), ('Hip-Hop', 1), ('Dance', 1), ('Dancehall', 1), ('EDM', 1)]",False
Marvelous Macc Mello,2,,,0,[],False
Marvin Gaye,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mary J. Blige,19,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 3), ('Pop', 2), ('Latin Pop', 1), ('Pop Rock', 1)]",False
Mary Magdalan,2,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Hip-Hop', 1)]",False
Mary Mary,3,,,0,[],False
María Becerra,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Mascarade,2,,,0,[],False
Mase,10,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1), ('R&B', 1)]",False
Mashonda,1,,,0,[],False
Mason,2,,EDM,1,"[('EDM', 1)]",False
Mason Ramsey,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Massive Attack,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Masta Ace,3,,R&B,1,"[('R&B', 1), ('Hip-Hop', 1)]",False
Master Joe & O.G. Black,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Master KG,2,,EDM,1,"[('EDM', 1)]",False
Master P,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Master Shortie,1,,Pop,1,"[('Pop', 1)]",False
Matoma,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Matt Caseli,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Matt Maeson,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Matt Petrone,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Matt Sassari,4,,EDM,1,"[('EDM', 1)]",False
Matthew Koma,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Maur,3,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Mausberg,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mavado,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mawell,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Max B,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Max Elto,1,,EDM,1,"[('EDM', 1)]",False
Max Graham,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Max Styler,3,,EDM,2,"[('EDM', 2)]",False
MaxaMillion,5,,,0,[],False
Max’C,1,,EDM,1,"[('EDM', 1)]",False
Maya Jane Coles,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Mayer Hawthorne,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Mc Zaac,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
McClenney,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
MeLa Machinko,1,,,0,[],False
Meanz of Operation,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Meek Demeo,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Meek Mill,23,,Pop,3,"[('Pop', 3), ('Hip-Hop', 2), ('R&B', 2), ('Reggaeton', 1)]",False
Megan Moroney,1,,Pop,1,"[('Pop', 1)]",False
Megan Nicole,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Megan Thee Stallion,6,,Pop,3,"[('Pop', 3), ('R&B', 2), ('Hip-Hop', 1), ('Dance', 1), ('Pop Rock', 1)]",False
Meghan Trainor,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mekhi Phifer,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mela,1,,,0,[],False
Melanie Pfirrman,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Melina León,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Melissa Etheridge,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Mellow D,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1), ('Pop', 1)]",False
Mel‐Man,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
