artist,num_collaborators,known_genres,dominant_collaborator_genre,dominant_collaborator_genre_count,top_5_collaborator_genres,has_metadata
Memphis Bleek,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mercedes Sosa,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Merzbow,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1)]",False
Messiah,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
Mesto,3,,,0,[],False
Metallica,4,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 1)]",False
Method Man,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Metro Boomin,15,Hip-Hop,Hip-Hop,4,"[('Hip-Hop', 4), ('R&B', 2), ('Pop', 1), ('Reggaeton', 1)]",True
Mez,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mi Casa,1,,EDM,1,"[('EDM', 1)]",False
Mic Righteous,1,,Pop,1,"[('Pop', 1)]",False
Michael Bolton,14,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Dance', 1)]",False
Michael Bublé,34,,Latin Pop,1,"[('Latin Pop', 1), ('Pop', 1), ('R&B', 1)]",False
Michael Calfan,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Michael Eavis,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Michael Jackson,24,"Pop, R&B",Hip-Hop,5,"[('Hip-Hop', 5), ('Pop', 4), ('Latin Pop', 1), ('R&B', 1), ('Dance', 1)]",True
Michael Marshall,10,,EDM,1,"[('EDM', 1)]",False
Michael McCorry Rose,4,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Michael Stipe,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Michael Woods,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Michael “5000” Watts,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Michaël Brun,4,,Reggaeton,1,"[('Reggaeton', 1)]",False
Michel Teló,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mick Boogie,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mick Mazoo,2,,EDM,1,"[('EDM', 1)]",False
Mickey Factz,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Mickey Guyton,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Microphone Tone,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Migos,12,,R&B,2,"[('R&B', 2), ('Pop', 1), ('EDM', 1), ('Hip-Hop', 1)]",False
Miguel,17,,Hip-Hop,3,"[('Hip-Hop', 3), ('EDM', 2), ('R&B', 2), ('Pop', 1), ('Dance', 1)]",False
Miguel Bosé,60,,Latin Pop,1,"[('Latin Pop', 1)]",False
Miguel Campbell,2,,EDM,1,"[('EDM', 1)]",False
Mihau Lennon,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Mike Dean,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Mike Rutherford,4,,Pop,1,"[('Pop', 1)]",False
Mike Taylor,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mike WiLL Made‐It,11,,Hip-Hop,4,"[('Hip-Hop', 4), ('R&B', 3), ('Pop', 2)]",False
Mikill Pane,1,,Pop,1,"[('Pop', 1)]",False
Mikkey Halsted,2,,,0,[],False
Mikky Ekko,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Miky Woodz,9,,Reggaeton,4,"[('Reggaeton', 4), ('Latin Trap', 1)]",False
Mila J,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Milan Piqué Mebarak,2,,Latin Pop,1,"[('Latin Pop', 1)]",False
Miley Cyrus,12,Pop,Pop,5,"[('Pop', 5), ('R&B', 2), ('Hip-Hop', 1), ('Dance', 1), ('Alternative Pop', 1)]",True
Miri Ben‐Ari,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Misha B,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Miss B,2,,EDM,1,"[('EDM', 1)]",False
Miss Thing,1,,EDM,1,"[('EDM', 1)]",False
Missy Elliott,15,,Pop,4,"[('Pop', 4), ('Hip-Hop', 3), ('R&B', 2), ('EDM', 1), ('Latin Pop', 1)]",False
Mist,5,,,0,[],False
MistaJam,2,,EDM,1,"[('EDM', 1)]",False
Mistah F.A.B.,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mitski,2,,,0,[],False
MoRuf,1,,R&B,1,"[('R&B', 1)]",False
MoShadee,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Mobb Deep,5,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Moby,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Modest Mouse,1,,,0,[],False
Modjo,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Moe Pope,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Mohombi,7,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mokobé,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Molotov,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Momo Boyd,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Monica,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Monica Martin,2,,,0,[],False
Monk.e,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Monkey Black,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Montana of 300,6,,Pop,1,"[('Pop', 1)]",False
Moné,2,,EDM,1,"[('EDM', 1)]",False
Moonphazes,4,,EDM,1,"[('EDM', 1)]",False
Moptop,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mora,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Morten Hampenberg & Alexander Brown,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Motiff,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Mozzy,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mr Eazi,2,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Mr Hudson,6,,,0,[],False
Mr. Collipark,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mr. Porter,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mr. Slaughter,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Mr. Thing,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Mr. Vegas,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
MrBeast,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Ms. Dynamite,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1)]",False
Mugeez,2,,Pop,1,"[('Pop', 1)]",False
Muka,3,,Pop,2,"[('Pop', 2), ('R&B', 2), ('Funk', 1)]",False
Muni Long,1,,Pop,1,"[('Pop', 1)]",False
Murda,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Murda Beatz,4,,Reggaeton,1,"[('Reggaeton', 1)]",False
Murphy Lee,14,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Murs,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Music De Wolfe,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Musicólogo & Menes,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Musiq Soulchild,10,,,0,[],False
Mustard,6,,R&B,3,"[('R&B', 3), ('Pop', 2), ('Hip-Hop', 2)]",False
Muzik Junkies,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Mxxnlight,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Myke Towers,4,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Mykestro,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Mykki Blanco,1,,,0,[],False
Myleka,1,,,0,[],False
Mystic,3,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Mystic Davis,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Mystikal,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
MØ,9,,Pop,3,"[('Pop', 3), ('Reggaeton', 2), ('R&B', 1), ('EDM', 1), ('Dance', 1)]",False
N*E*R*D,11,,Hip-Hop,4,"[('Hip-Hop', 4), ('Pop', 2), ('R&B', 2)]",False
N.A.S.A.,3,,,0,[],False
N.O.R.E.,35,,Hip-Hop,2,"[('Hip-Hop', 2), ('Reggaeton', 2), ('Latin Pop', 1)]",False
N.W.A,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
NAV,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
NEIKED,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
NERO,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
NERVO,5,,EDM,1,"[('EDM', 1)]",False
NFL,2,,Latin Pop,1,"[('Latin Pop', 1)]",False
NGHTMRE,4,,,0,[],False
NJOMZA,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
NOTION,2,,Pop,1,"[('Pop', 1), ('Alternative', 1)]",False
Nabiha,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nablidon,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Nacho,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Nadeska Alexis,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nadia Ali,6,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nadia Rose,5,,Pop,1,"[('Pop', 1), ('Dance', 1), ('EDM', 1)]",False
Najwa,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
Naledge,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Napt,6,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1)]",False
Nas,58,,Hip-Hop,5,"[('Hip-Hop', 5), ('R&B', 3), ('Pop', 2), ('Latin Pop', 1)]",False
Natalia Jiménez,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Natalia Kills,6,,EDM,1,"[('EDM', 1)]",False
Natalia Szumpor,4,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Natalie Portman,14,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Dance', 1)]",False
Natan & Shander,5,,Reggaeton,2,"[('Reggaeton', 2)]",False
Natanael Cano,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Nate Dogg,20,,Hip-Hop,3,"[('Hip-Hop', 3), ('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Nate Ruess,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nathan Sykes,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Natti Natasha,14,,Reggaeton,4,"[('Reggaeton', 4), ('EDM', 2), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nature,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Naughty Boy,1,,Pop,1,"[('Pop', 1)]",False
Nayer,32,,R&B,4,"[('R&B', 4), ('Hip-Hop', 4), ('Pop', 3), ('EDM', 2), ('Funk', 1)]",False
Neeraj Shridhar,19,,Bollywood,2,"[('Bollywood', 2), ('Latin Pop', 1), ('Hip-Hop', 1), ('Pop', 1)]",False
Neka Brown,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nekfeu,1,,Pop,1,"[('Pop', 1)]",False
Nektunez,2,,EDM,1,"[('EDM', 1)]",False
Nelly,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nelly Furtado,1,,EDM,1,"[('EDM', 1)]",False
Nena,2,,Pop,1,"[('Pop', 1), ('Hip-Hop', 1)]",False
Nesi,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Netsky,1,,EDM,1,"[('EDM', 1)]",False
New Boyz,13,,Hip-Hop,4,"[('Hip-Hop', 4), ('EDM', 1), ('Pop', 1), ('R&B', 1), ('Latin Pop', 1)]",False
New Kids on the Block,17,,Pop,5,"[('Pop', 5), ('Dance', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
New Order,2,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Ne‐Yo,53,,Pop,5,"[('Pop', 5), ('R&B', 5), ('Hip-Hop', 4), ('EDM', 2), ('Funk', 1)]",False
Nia,5,,,0,[],False
Niall Horan,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Nick Brewer,2,,Pop,1,"[('Pop', 1)]",False
Nick Cannon,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nick Dungo,1,,Pop,1,"[('Pop', 1), ('Alternative', 1)]",False
Nick Jonas,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Nick Mason,4,,Pop,1,"[('Pop', 1)]",False
Nick Serra,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Nickelus F,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Nicki Minaj,83,Hip-Hop,Pop,12,"[('Pop', 12), ('R&B', 9), ('Hip-Hop', 6), ('EDM', 2), ('Dance', 2)]",True
Nicky Jam,43,,Reggaeton,7,"[('Reggaeton', 7), ('Latin Trap', 2), ('Latin Pop', 2), ('EDM', 2), ('Hip-Hop', 1)]",False
Nicky Romero,12,,Pop,2,"[('Pop', 2), ('EDM', 2), ('R&B', 1)]",False
Nico & Vinz,4,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Nico de Andrea,2,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
Nicola Fasano,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nicole Scherzinger,9,,Hip-Hop,3,"[('Hip-Hop', 3), ('Pop', 1), ('R&B', 1), ('EDM', 1), ('Latin Pop', 1)]",False
Nightcrawlers,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nightmare Boy,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Nikki Grier,5,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nile Rodgers,22,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('EDM', 1), ('Pop', 1), ('Dance', 1)]",False
Niles Mason,2,,EDM,1,"[('EDM', 1)]",False
Nina Sky,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nino Blu,2,,,0,[],False
Nino Freestyle,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nio García,8,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Nipsey Hussle,8,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Pop Rock', 1)]",False
Niqel Nut,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nirvana,1,,EDM,1,"[('EDM', 1)]",False
Nitty Scott,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Niña Pastori,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Noel Gallagher,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Noelle Scaggs,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Noriega,4,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Noriel,28,,Reggaeton,4,"[('Reggaeton', 4), ('Latin Trap', 2)]",False
Normani,8,,R&B,2,"[('R&B', 2), ('Pop', 2), ('EDM', 1), ('Dance', 1), ('Hip-Hop', 1)]",False
North West,5,,,0,[],False
Nosaj Thing,4,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 1)]",False
Notch,6,,Reggaeton,1,"[('Reggaeton', 1)]",False
Nova & Jory,6,,Reggaeton,1,"[('Reggaeton', 1)]",False
Novadune,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Novel,1,,EDM,1,"[('EDM', 1)]",False
Nu Jerzey Devil,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Nucci Reyo,3,,,0,[],False
Nusoul,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Nut Da Kidd,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Nyla,2,,Pop,1,"[('Pop', 1)]",False
O.T. Genasis,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
OB OBrien,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
OG Ron C,7,,R&B,2,"[('R&B', 2), ('Reggaeton', 1), ('Latin Trap', 1), ('Pop', 1), ('Hip-Hop', 1)]",False
OMAAR,2,,R&B,1,"[('R&B', 1)]",False
Obie Trice,20,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Offset,19,,Hip-Hop,2,"[('Hip-Hop', 2), ('Reggaeton', 2), ('EDM', 1), ('R&B', 1), ('Latin Trap', 1)]",False
Old World Disorder,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Olga Tañón,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Oliver Cheatham,10,,EDM,1,"[('EDM', 1)]",False
Oliver Heldens,10,,EDM,2,"[('EDM', 2), ('Pop', 1), ('R&B', 1)]",False
Oliver Tree,1,,EDM,1,"[('EDM', 1)]",False
Olivia,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Olivia Lunny,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Olivier Dion,1,,Pop,1,"[('Pop', 1)]",False
Olivier Giacomotto,3,,EDM,1,"[('EDM', 1)]",False
Olly James,2,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Olly Murs,9,,Pop,1,"[('Pop', 1)]",False
Ol’ Dirty Bastard,2,,R&B,1,"[('R&B', 1)]",False
Omah Lay,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Omar Courtz,9,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Omarion,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Omega,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Omen,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Omy de Oro,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
OneRepublic,9,Pop Rock,EDM,1,"[('EDM', 1), ('Pop', 1)]",True
Oneohtrix Point Never,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Onyx,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Oobergeek,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Oobie,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Orchestral Manoeuvres in the Dark,2,,EDM,1,"[('EDM', 1)]",False
Osbe Chill,1,,,0,[],False
Osmani García,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Otis Redding,2,,,0,[],False
Otto Knows,9,,Pop,1,"[('Pop', 1), ('EDM', 1), ('Pop Rock', 1)]",False
Our Last Night,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
OutKast,10,,R&B,3,"[('R&B', 3), ('Hip-Hop', 2), ('Pop', 1), ('Funk', 1)]",False
Outlawz,3,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Outsidaz,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
OverDoz.,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Ovy on the Drums,7,,Reggaeton,3,"[('Reggaeton', 3)]",False
Ozuna,41,Reggaeton,Reggaeton,6,"[('Reggaeton', 6), ('Latin Trap', 2), ('R&B', 2), ('EDM', 2), ('Latin Pop', 1)]",True
P Money,1,,Pop,1,"[('Pop', 1)]",False
P!nk,9,,Hip-Hop,1,"[('Hip-Hop', 1), ('EDM', 1), ('Pop', 1)]",False
PAGE,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
PARTYNEXTDOOR,16,,R&B,3,"[('R&B', 3), ('Reggaeton', 1), ('Latin Trap', 1), ('Pop', 1), ('EDM', 1)]",False
PHRESHER,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
PJ Morton,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
PJ Sin Suela,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
PLAYB4CK,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
PNAU,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
PSY,1,,Pop,1,"[('Pop', 1)]",False
Pablo Alborán,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Pablo Chill‐E,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Pablo López,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Pac Div,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pacewon,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pacha All Star Remix Team,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Pacheko,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Pacho el Antifeka,7,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Page,8,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Panjabi MC,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Papatinho,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Papayo,5,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Papoose,5,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1)]",False
Paradiso Girls,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Pardison Fontaine,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Parish Wintersmith,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Parliament,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Parov Stelar,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Parralox,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Pasabordo,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Pashanim,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Passenger,1,,Pop,1,"[('Pop', 1)]",False
Pat Monahan,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Patti LaBelle,3,,,0,[],False
Paul Chambers,2,,EDM,1,"[('EDM', 1)]",False
Paul McCartney,10,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Paul Nice,1,,,0,[],False
Paul Rosenberg,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Paul Wall,31,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1)]",False
Paul van Dyk,2,,EDM,1,"[('EDM', 1)]",False
Paula Fernandes,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Paulina Rubio,44,,Latin Pop,2,"[('Latin Pop', 2), ('Hip-Hop', 1)]",False
Paulo Londra,2,,Pop,1,"[('Pop', 1)]",False
Payroll Giovanni,10,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pedro Aznar,4,,Latin Pop,1,"[('Latin Pop', 1)]",False
Pedro Capó,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1)]",False
PeeWee,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Pegboard Nerds,2,,,0,[],False
Peggy Gou,3,,EDM,1,"[('EDM', 1)]",False
Penguin Prison,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Pepe Quintana,5,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Perajok,1,,,0,[],False
Peso Pluma,3,Regional Mexican,,0,[],True
Pete Davidson,3,,Pop,1,"[('Pop', 1), ('Country', 1), ('Hip-Hop', 1)]",False
Pete Rock,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pete Tong,5,,EDM,2,"[('EDM', 2), ('Pop', 1)]",False
Peter Bjorn and John,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Peter Gunz,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Peter Manjarrés,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Petey Pablo,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Petrona Martínez,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Peysoh,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pezet,3,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Pharcity,2,,,0,[],False
Pharoahe Monch,12,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Pharrell Williams,32,,Pop,6,"[('Pop', 6), ('R&B', 4), ('Hip-Hop', 3), ('Funk', 1), ('Latin Pop', 1)]",False
Phats & Small,10,,EDM,1,"[('EDM', 1)]",False
Philip Lawrence,3,,Pop,2,"[('Pop', 2), ('Soul', 1), ('R&B', 1), ('Funk', 1)]",False
Phoebe Bridgers,2,,Pop,1,"[('Pop', 1), ('Country', 1), ('R&B', 1)]",False
Phoebe Ryan,8,,Pop,5,"[('Pop', 5), ('R&B', 2), ('Funk', 1), ('EDM', 1), ('Dance', 1)]",False
Phonat,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Piccalo,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Pierre de Maere,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Pilot,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Pim,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Pimp C,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Pink Sweat$,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
PinkPantheress,3,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Pirate Soundsystem,2,,EDM,1,"[('EDM', 1)]",False
Pitbull,565,"Latin Pop, Hip-Hop",Pop,16,"[('Pop', 16), ('R&B', 7), ('Reggaeton', 5), ('Hip-Hop', 4), ('EDM', 3)]",True
Pixie Lott,9,,Pop,1,"[('Pop', 1)]",False
Plan B,5,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1), ('Pop', 1)]",False
Planet Asia,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
